symbol,FullName,Exchange
CRK,"Comstock Resources, Inc. Common Stock",NYSE
CRL,"Charles River Laboratories International, Inc. Common Stock",NYSE
CRM,"Salesforce, Inc. Common Stock",NYSE
CRMD,CorMedix Inc. - Common Stock,NASDAQ
CRMG,Leverage Shares 2X Long CRM Daily ETF,NASDAQ
CRML,Critical Metals Corp. - Ordinary Shares,NASDAQ
CRMLW,Critical Metals Corp. - Warrants,NASDAQ
CRMT,"America's Car-Mart, Inc. - Common Stock",NASDAQ
CRMU,Leverage Shares 2x Long CRML Daily ETF,NASDAQ
CRMX,Tradr 2X Long CRML Daily ETF,Nasdaq
CRNC,Cerence Inc. - Common Stock,NASDAQ
CRNT,Ceragon Networks Ltd. - Ordinary Shares,NASDAQ
CROB,Defiance China Robotics ETF,NASDAQ
CRON,Cronos Group Inc. - Common Share,NASDAQ
CROX,"Crocs, Inc. - Common Stock",NASDAQ
CRPT,First Trust SkyBridge Crypto Industry and Digital Economy ETF,NYSE Arca
CRS,Carpenter Technology Corporation Common Stock,NYSE
CRSH,YieldMax Short TSLA Option Income Strategy ETF,NYSE Arca
CRSP,CRISPR Therapeutics AG - Common Shares,NASDAQ
CRSR,"Corsair Gaming, Inc. - Common Stock",NASDAQ
CRT,Cross Timbers Royalty Trust Common Stock,NYSE
CRTC,Xtrackers US National Critical Technologies ETF,NYSE Arca
CRTO,Criteo S.A. - Ordinary Shares,NASDAQ
CRUC,Corgi CRUS 2x Daily ETF,Nasdaq
CRUS,"Cirrus Logic, Inc. - Common Stock",NASDAQ
CRUX,Columbia Core Bond ETF,NYSE Arca
CRVL,CorVel Corp. - Common Stock,NASDAQ
CRVO,CervoMed Inc. - Common Stock,NASDAQ
CRVS,"Corvus Pharmaceuticals, Inc. - Common Stock",NASDAQ
CRWC,Corgi CRWD 2x Daily ETF,Nasdaq
CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock",NASDAQ
CRWG,Leverage Shares 2X Long CRWV Daily ETF,NASDAQ
CRWL,GraniteShares 2x Long CRWD Daily ETF,NASDAQ
CRWS,"Crown Crafts, Inc. - Common Stock",NASDAQ
CRWU,T-REX 2X Long CRWV Daily Target ETF,Nasdaq
CRWV,"CoreWeave, Inc. - Class A Common Stock",NASDAQ
CRWX,Corgi CRWV 2x Daily ETF,Nasdaq
CRXP,Columbia Core Plus Bond ETF,NYSE Arca
CRY,GraniteShares YieldBOOST CRCL ETF,NASDAQ
CSAI,"Cloudastructure, Inc. - Class A Common Stock",NASDAQ
CSAN,Cosan S.A. ADS,NYSE
CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,NASDAQ
CSBR,"Champions Oncology, Inc. - Common Stock",NASDAQ
CSCL,Direxion Daily CSCO Bull 2X ETF,NASDAQ
CSCO,"Cisco Systems, Inc. - Common Stock",NASDAQ
CSCS,Direxion Daily CSCO Bear 1X ETF,NASDAQ
CSD,Invesco S&P Spin-Off ETF,NYSE Arca
CSEN,Cohen & Steers Future of Energy Active ETF,NASDAQ
CSEX,Tradr 2X Long CLS Daily ETF,Nasdaq
CSGP,"CoStar Group, Inc. - Common Stock",NASDAQ
CSHI,NEOS Enhanced Income 1-3 Month T-Bill ETF,NYSE Arca
CSHP,iShares Dynamic Short-Term Active ETF,NYSE Arca
CSHR,CoinShares PLC - Ordinary Shares,NASDAQ
CSHRW,CoinShares PLC - Warrants,NASDAQ
CSIO,Cohen & Steers Infrastructure Opportunities Active ETF,NYSE Arca
CSIQ,Canadian Solar Inc. - Common Shares,NASDAQ
CSL,Carlisle Companies Incorporated Common Stock,NYSE
CSM,ProShares Large Cap Core Plus,Nasdaq
CSMD,Congress SMid Growth ETF,NYSE Arca
CSNR,Cohen & Steers Natural Resources Active ETF,NYSE Arca
CSPF,Cohen & Steers Preferred and Income Opportunities Active ETF,NYSE Arca
CSPI,CSP Inc. - Common Stock,NASDAQ
CSQ,Calamos Strategic Total Return Fund - Closed End Fund,NASDAQ
CSQR,"Csquare, Inc. Common Stock",NYSE
CSR,D/B/A Centerspace Common Stock,NYSE
CSRA,Cohen & Steers Real Assets Active ETF,NYSE Arca
CSRE,Cohen & Steers Real Estate Active ETF,NYSE Arca
CSSD,Cohen & Steers Short Duration Preferred and Income Active ETF,NYSE Arca
CSTE,Caesarstone Ltd. - Ordinary Shares,NASDAQ
CSTK,Invesco Comstock Contrarian Equity ETF,Nasdaq
CSTL,"Castle Biosciences, Inc. - Common stock",NASDAQ
CSTM,Constellium SE Ordinary Shares (France),NYSE
CSV,"Carriage Services, Inc. Common Stock",NYSE
CSW,"CSW Industrials, Inc. Common Stock",NYSE
CSWC,Capital Southwest Corporation - Common Stock,NASDAQ
CSX,CSX Corporation - Common Stock,NASDAQ
CTA,Simplify Managed Futures Strategy ETF,NYSE Arca
CTA$A,"EIDP, Inc. Preferred Stock $3.50 Series",NYSE
CTA$B,"EIDP, Inc. Preferred Stock $4.50 Series",NYSE
CTAA,ClearThink 1 Acquisition Corp. - Class A Ordinary Shares,NASDAQ
CTAAR,ClearThink 1 Acquisition Corp. - Rights,NASDAQ
CTAAU,ClearThink 1 Acquisition Corp. - Units,NASDAQ
CTAP,Simplify US Equity PLUS Managed Futures Strategy ETF,NYSE Arca
CTAS,Cintas Corporation - Common Stock,NASDAQ
CTAU,Corgi U.S. Equities 30% Structured Buffer ETF - August Series,Nasdaq
CTBI,"Community Trust Bancorp, Inc. - Common Stock",NASDAQ
CTEC,Global X ClimateTech ETF,NASDAQ
CTEF,Castellan Targeted Equity ETF,Nasdaq
CTEV,Claritev Corporation Class A Common Stock,NYSE
CTEX,ProShares S&P Kensho Cleantech ETF,NYSE Arca
CTGG,Qwest Corporation 6.500% Senior Notes due 2051 (denominations of $25),NYSE
CTGO,Contango Silver & Gold Inc. Common Stock,NYSE American
CTHH,Qwest Corporation 6.750% Senior Notes due 2052 (denominations of $25),NYSE
CTIF,Castellan Targeted Income ETF,Nasdaq
CTJL,Corgi U.S. Equities 30% Structured Buffer ETF - July Series,Nasdaq
CTJN,Corgi U.S. Equities 30% Structured Buffer ETF - June Series,Nasdaq
CTKB,"Cytek Biosciences, Inc. - Common Stock",NASDAQ
CTM,"Castellum, Inc. Common Stock",NYSE American
CTMA,Corgi U.S. Equities 30% Structured Buffer ETF - May Series,Nasdaq
CTMX,"CytomX Therapeutics, Inc. - Common Stock",NASDAQ
CTNM,"Contineum Therapeutics, Inc. - Common stock",NASDAQ
CTNT,Cheetah Net Supply Chain Service Inc. - Class A Common Stock,NASDAQ
CTO,"CTO Realty Growth, Inc. Common Stock",NYSE
CTO$A,"CTO Realty Growth, Inc. 6.375% Series A Cumulative Redeemable Preferred Stock",NYSE
CTOR,"Citius Oncology, Inc.  - Common Stock",NASDAQ
CTOS,"Custom Truck One Source, Inc. Common Stock",NYSE
CTRE,"CareTrust REIT, Inc. Common Stock",NYSE
CTRI,"Centuri Holdings, Inc. Common Stock",NYSE
CTRM,Castor Maritime Inc. - Common Shares,NASDAQ
CTRN,"Citi Trends, Inc. - Common Stock",NASDAQ
CTS,CTS Corporation Common Stock,NYSE
CTSH,Cognizant Technology Solutions Corporation - Class A Common Stock,NASDAQ
CTSO,Cytosorbents Corporation - Common Stock,NASDAQ
CTVA,"Corteva, Inc. Common Stock",NYSE
CTW,CTW - Class A Ordinary Shares,NASDAQ
CTWO,Common units,NYSE Arca
CTXR,"Citius Pharmaceuticals, Inc. - Common Stock",NASDAQ
CUB,Lionheart Holdings - Class A Ordinary Shares,NASDAQ
CUBB,"Customers Bancorp, Inc 5.375% Subordinated Notes Due 2034",NYSE
CUBE,CubeSmart Common Shares,NYSE
CUBI,"Customers Bancorp, Inc Common Stock",NYSE
CUBWU,Lionheart Holdings - Unit,NASDAQ
CUBWW,Lionheart Holdings - Warrant,NASDAQ
CUE,"Cue Biopharma, Inc. - Common Stock",NASDAQ
CULP,"Culp, Inc. - Common Shares",NASDAQ
CUPR,Cuprina Holdings (Cayman) Limited - Class A Ordinary shares,NASDAQ
CURB,Curbline Properties Corp. Common Stock,NYSE
CURE,Direxion Daily Healthcare Bull 3X ETF,NYSE Arca
CURI,CuriosityStream Inc.  - Class A Common Stock,NASDAQ
CURR,Currenc Group Inc. - Ordinary Shares,NASDAQ
CURV,Torrid Holdings Inc. Common Stock,NYSE
CURX,Curanex Pharmaceuticals Inc - Common Stock,NASDAQ
CUST,Corgi 1-3 Year Treasury Bond ETF,Nasdaq
CUT,Invesco MSCI Global Timber ETF,NYSE Arca
CUVL,Clinuvel Pharmaceuticals Limited - American Depositary Shares,NASDAQ
CUZ,Cousins Properties Incorporated Common Stock,NYSE
CV,"CapsoVision, Inc. - Common Stock",NASDAQ
CVAR,Cultivar ETF,Nasdaq
CVBF,CVB Financial Corporation - Common Stock,NASDAQ
CVCO,"Cavco Industries, Inc. - Common Stock",NASDAQ
CVE,Cenovus Energy Inc Common Stock,NYSE
CVEO,Civeo Corporation (Canada) Common Shares,NYSE
CVGD,CresAlta Global Dividend ETF,NYSE Arca
CVGI,"Commercial Vehicle Group, Inc. - Common Stock",NASDAQ
CVI,CVR Energy Inc. Common Stock,NYSE
CVIE,Calvert International Responsible Index ETF,NYSE Arca
CVKD,"Cadrenal Therapeutics, Inc. - Common Stock",NASDAQ
CVLC,Calvert US Large-Cap Core Responsible Index ETF,NYSE Arca
CVLG,"Covenant Logistics Group, Inc. Class A Common Stock",NYSE
CVLT,"Commvault Systems, Inc. - Common Stock",NASDAQ
CVM,Cel-Sci Corporation Common Stock,NYSE American
CVMC,Calvert US Mid-Cap Core Responsible Index ETF,NYSE Arca
CVNA,Carvana Co. Class A Common Stock,NYSE
CVNY,YieldMax CVNA Option Income Strategy ETF,NYSE Arca
CVR,Chicago Rivet & Machine Co. Common Stock,NYSE American
CVRD,Madison Covered Call ETF,NYSE Arca
CVRT,Calamos Convertible Equity Alternative ETF,NYSE Arca
CVRX,"CVRx, Inc. - Common Stock",NASDAQ
CVS,CVS Health Corporation Common Stock,NYSE
CVSA,Covista Inc. Common Shares,NYSE
CVSB,Calvert Ultra-Short Investment Grade ETF,NYSE Arca
CVSM,CresAlta Small and Mid-Cap ETF,NYSE Arca
CVU,"CPI Aerostructures, Inc. Common Stock",NYSE American
CVV,CVD Equipment Corporation - Common Stock,NASDAQ
CVX,Chevron Corporation Common Stock,NYSE
CVY,Invesco Zacks Multi-Asset Income ETF,NYSE Arca
CW,Curtiss-Wright Corporation Common Stock,NYSE
CWB,State Street SPDR Bloomberg Convertible Securities ETF,NYSE Arca
CWBC,Community West Bancshares - Common Stock,NASDAQ
CWCO,Consolidated Water Co. Ltd. - Ordinary Shares,NASDAQ
CWD,CaliberCos Inc. - Class A Common Stock,NASDAQ
CWEB,Direxion Daily CSI China Internet Index Bull 2X ETF,NYSE Arca
CWEN,"Clearway Energy, Inc. Class C Common Stock",NYSE
CWH,"Camping World Holdings, Inc. Class A Common Stock",NYSE
CWI,State Street SPDR MSCI ACWI ex-US ETF,NYSE Arca
CWK,Cushman & Wakefield Ltd. Common Shares,NYSE
CWS,AdvisorShares Focused Equity ETF,NYSE Arca
CWST,"Casella Waste Systems, Inc. - Class A Common Stock",NASDAQ
CWT,California Water Service Group Common Stock,NYSE
CWVX,Tradr 2X Long CRWV Daily ETF,Nasdaq
CWY,GraniteShares YieldBOOST CRWV ETF,NASDAQ
CX,"Cemex, S.A.B. de C.V. Sponsored ADR",NYSE
CXAI,CXApp Inc. - Class A Common Stock,NASDAQ
CXAIW,CXApp Inc. - Warrant,NASDAQ
CXDO,"Crexendo, Inc. - Common Stock",NASDAQ
CXII,Churchill Capital Corp XII - Class A Ordinary Shares,NASDAQ
CXIIU,Churchill Capital Corp XII - Units,NASDAQ
CXIIW,Churchill Capital Corp XII - Warrants,NASDAQ
CXM,"Sprinklr, Inc. Class A Common Stock",NYSE
CXRN,Teucrium 2x Daily Corn ETF,NYSE Arca
CXSE,WisdomTree China ex-State-Owned Enterprises Fund,NASDAQ
CXT,"Crane NXT, Co. Common Stock",NYSE
CXW,"CoreCivic, Inc. Common Stock",NYSE
CYAB,"Cyabra, Inc. - Common Stock",NASDAQ
CYCN,"Cyclerion Therapeutics, Inc. - Common Stock",NASDAQ
CYCU,"Cycurion, Inc. - Common Stock",NASDAQ
CYCUW,"Cycurion, Inc. - Warrants",NASDAQ
CYD,China Yuchai International Limited Common Stock,NYSE
CYH,"Community Health Systems, Inc. Common Stock",NYSE
CYN,Cyngn Inc. - Common stock,NASDAQ
CYPH,Cypherpunk Technologies Inc. - Common Stock,NASDAQ
CYRX,"CryoPort, Inc. - Common Stock",NASDAQ
CYTK,"Cytokinetics, Incorporated - Common Stock",NASDAQ
CZA,Invesco Zacks Mid-Cap ETF,NYSE Arca
CZFS,"Citizens Financial Services, Inc. - Common Stock",NASDAQ
CZNC,Citizens & Northern Corp - Common Stock,NASDAQ
CZR,"Caesars Entertainment, Inc. - Common Stock",NASDAQ
CZWI,"Citizens Community Bancorp, Inc. - Common Stock",NASDAQ
D,"Dominion Energy, Inc. Common Stock",NYSE
DAAQ,Digital Asset Acquisition Corp. - Class A Ordinary shares,NASDAQ
DAAQU,Digital Asset Acquisition Corp. - Units,NASDAQ
DAAQW,Digital Asset Acquisition Corp. - Warrant,NASDAQ
DABS,DoubleLine Asset-Backed Securities ETF,NYSE Arca
DAC,Danaos Corporation Common Stock,NYSE
DACL,REX Defensive Autocallable Income ETF,NYSE Arca
DADS,Digital Asset Debt Strategy ETF,NASDAQ
DAIC,"CID HoldCo, Inc. - Common Stock",NASDAQ
DAICW,"CID HoldCo, Inc. - Warrants",NASDAQ
DAIO,Data I/O Corporation - Common Stock,NASDAQ
DAK,Dakota Active Equity ETF,NASDAQ
DAKT,"Daktronics, Inc. - Common Stock",NASDAQ
DAL,"Delta Air Lines, Inc. Common Stock",NYSE
DALI,First Trust Dorsey Wright DALI Equity ETF,NASDAQ
DAMD,Defiance Daily Target 2X Short AMD ETF,NYSE Arca
DAN,Dana Incorporated Common Stock,NYSE
DANA,Dana Limited Volatility ETF,NYSE Arca
DAO,"Youdao, Inc. American Depositary Shares, each representing one Class A Ordinary Share",NYSE
DAPP,VanEck Digital Transformation ETF,NASDAQ
DAPR,FT Vest U.S. Equity Deep Buffer ETF - April,Nasdaq
DAR,Darling Ingredients Inc. Common Stock,NYSE
DARE,"Dare Bioscience, Inc. - Common Stock",NASDAQ
DARP,Grizzle Growth ETF,NYSE Arca
DASH,"DoorDash, Inc. - Common Stock",NASDAQ
DAT,ProShares Big Data Refiners ETF,NYSE Arca
DAUG,FT Vest U.S. Equity Deep Buffer ETF - August,Nasdaq
DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),NYSE
DAVE,Dave Inc.  - Class A Common Stock,NASDAQ
DAVEW,Dave Inc.  - Warrants,NASDAQ
DAX,Global X DAX Germany ETF,NASDAQ
DB,Deutsche Bank AG Common Stock,NYSE
DBA,Invesco DB Agriculture Fund,NYSE Arca
DBAW,Xtrackers MSCI All World ex US Hedged Equity ETF,NYSE Arca
DBB,Invesco DB Base Metals Fund,NYSE Arca
DBC,Invesco DB Commodity Index Tracking Fund,NYSE Arca
DBCA,D. Boral Acquisition I Corp. - Class A Ordinary Shares,NASDAQ
DBCAU,D. Boral Acquisition I Corp. - Unit,NASDAQ
DBCAW,D. Boral Acquisition I Corp. - Warrants,NASDAQ
DBD,Diebold Nixdorf Incorporated Common stock,NYSE
DBE,Invesco DB Energy Fund,NYSE Arca
DBEF,Xtrackers MSCI EAFE Hedged Equity ETF,NYSE Arca
DBEM,Xtrackers MSCI Emerging Markets Hedged Equity ETF,NYSE Arca
DBEU,Xtrackers MSCI Europe Hedged Equity ETF,NYSE Arca
DBEZ,Xtrackers MSCI Eurozone Hedged Equity ETF,NYSE Arca
DBGI,"Digital Brands Group, Inc. - Common Stock",NASDAQ
DBI,Designer Brands Inc. Class A Common Stock,NYSE
DBJP,Xtrackers MSCI Japan Hedged Equity ETF,NYSE Arca
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,NYSE
DBMF,iMGP DBi Managed Futures Strategy ETF,NYSE Arca
DBND,DoubleLine Opportunistic Core Bond ETF,NYSE Arca
DBO,Invesco DB Oil Fund,NYSE Arca
DBP,Invesco DB Precious Metals Fund,NYSE Arca
DBRG,"DigitalBridge Group, Inc.",NYSE
DBRG$H,"DigitalBridge Group, Inc. 7.125% Series H",NYSE
DBRG$I,"DigitalBridge Group, Inc. 7.15% Series I",NYSE
DBRG$J,"DigitalBridge Group, Inc. 7.125% Series J",NYSE
DBVT,DBV Technologies S.A. - American Depositary Shares,NASDAQ
DBX,"Dropbox, Inc. - Class A Common Stock",NASDAQ
DC,Dakota Gold Corp. Common Stock,NYSE American
DCBG,"Dime Commercial Bancshares, Inc. 9.000% Junior Subordinated Notes",NYSE
DCBO,Docebo Inc. - Common Shares,NASDAQ
DCGO,DocGo Inc. - Common Stock,NASDAQ
DCH,Dauch Corporation Common Stock,NYSE
DCI,"Donaldson Company, Inc. Common Stock",NYSE
DCMT,DoubleLine Commodity Strategy ETF,NYSE Arca
DCO,Ducommun Incorporated Common Stock,NYSE
DCOM,"Dime Commercial Bancshares, Inc. Common Stock",NYSE
DCOM$,"Dime Commercial Bancshares, Inc. Preferred Stock, Series A",NYSE
DCOR,Dimensional US Core Equity 1 ETF,NYSE Arca
DCOY,Decoy Therapeutics Inc. - Common Stock,NASDAQ
DCRE,DoubleLine Commercial Real Estate Debt ETF,NYSE Arca
DCTH,"Delcath Systems, Inc. - Common Stock",NASDAQ
DCX,Digital Currency X Technology Inc. - Class A Ordinary Shares,NASDAQ
DD,"DuPont de Nemours, Inc. Common Stock",NYSE
DDC,DDC Enterprise Limited Class A Ordinary Shares,NYSE American
DDD,3D Systems Corporation Common Stock,NYSE
DDDD,YieldMax U.S. Stocks Target Double Distribution ETF,NYSE Arca
DDEC,FT Vest U.S. Equity Deep Buffer ETF - December,Nasdaq
DDFA,Innovator Equity Dual Directional 15 Buffer ETF - April,Nasdaq
DDFD,Innovator Equity Dual Directional 15 Buffer ETF - December,Nasdaq
DDFF,Innovator Equity Dual Directional 15 Buffer ETF - February,Nasdaq
DDFG,Innovator Equity Dual Directional 15 Buffer ETF - August,Nasdaq
DDFJ,Innovator Equity Dual Directional 15 Buffer ETF - January,Nasdaq
DDFL,Innovator Equity Dual Directional 15 Buffer ETF - July,Nasdaq
DDFM,Innovator Equity Dual Directional 15 Buffer ETF - March,Nasdaq
DDFN,Innovator Equity Dual Directional 15 Buffer ETF - November,Nasdaq
DDFO,Innovator Equity Dual Directional 15 Buffer ETF - October,Nasdaq
DDFS,Innovator Equity Dual Directional 15 Buffer ETF - September,Nasdaq
DDFY,Innovator Equity Dual Directional 15 Buffer ETF - May,Nasdaq
DDFZ,Innovator Equity Dual Directional 15 Buffer ETF - June,Nasdaq
DDI,"DoubleDown Interactive Co., Ltd. - American Depository Shares",NASDAQ
DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,NASDAQ
DDL,Dingdong (Cayman) Limited American Depositary Shares (each two representing three Ordinary Shares),NYSE
DDLS,WisdomTree Dynamic International SmallCap Equity Fund,Nasdaq
DDM,ProShares Ultra Dow30,NYSE Arca
DDNQ,Innovator Growth-100 Dual Directional 5 Buffer ETF - Quarterly,Nasdaq
DDOG,"Datadog, Inc. - Class A Common Stock",NASDAQ
DDS,"Dillard's, Inc. Common Stock",NYSE
DDSQ,Innovator Equity Dual Directional 5 Buffer ETF - Quarterly,Nasdaq
DDT,Dillard's Capital Trust I,NYSE
DDTA,Innovator Equity Dual Directional 10 Buffer ETF - April,Nasdaq
DDTD,Innovator Equity Dual Directional 10 Buffer ETF - December,Nasdaq
DDTF,Innovator Equity Dual Directional 10 Buffer ETF - February,Nasdaq
DDTG,Innovator Equity Dual Directional 10 Buffer ETF - August,Nasdaq
DDTJ,Innovator Equity Dual Directional 10 Buffer ETF - January,Nasdaq
DDTL,Innovator Equity Dual Directional 10 Buffer ETF - July,Nasdaq
DDTM,Innovator Equity Dual Directional 10 Buffer ETF - March,Nasdaq
DDTN,Innovator Equity Dual Directional 10 Buffer ETF - November,Nasdaq
DDTO,Innovator Equity Dual Directional 10 Buffer ETF - October,Nasdaq
DDTS,Innovator Equity Dual Directional 10 Buffer ETF - September,Nasdaq
DDTY,Innovator Equity Dual Directional 10 Buffer ETF - May,Nasdaq
DDTZ,Innovator Equity Dual Directional 10 Buffer ETF - June,Nasdaq
DDV,Defined Duration 5 ETF,Nasdaq
DDWM,WisdomTree Dynamic International Equity Fund,Nasdaq
DDX,Defined Duration 10 ETF,Nasdaq
DDXX,Defined Duration 20 ETF,Nasdaq
DE,Deere & Company Common Stock,NYSE
DEA,"Easterly Government Properties, Inc. Common Stock",NYSE
DEC,Diversified Energy Company Common Stock,NYSE
DECK,Deckers Outdoor Corporation Common Stock,NYSE
DECM,FT Vest U.S. Equity Max Buffer ETF - December,Nasdaq
DECO,State Street Galaxy Digital Asset Ecosystem ETF,NASDAQ
DECP,PGIM S&P 500 Buffer 12 ETF - December,Nasdaq
DECT,AllianzIM U.S. Large Cap Buffer10 Dec ETF,Nasdaq
DECU,AllianzIM U.S. Equity Buffer15 Uncapped Dec ETF,Nasdaq
DECW,AllianzIM U.S. Large Cap Buffer20 Dec ETF,Nasdaq
DECZ,TrueShares Structured Outcome (December) ETF,Nasdaq
DEED,First Trust Securitized Plus ETF,NYSE Arca
DEEF,Xtrackers FTSE Developed ex US Multifactor ETF,NYSE Arca
DEEP,Acquirers Small and Micro Deep Value ETF,NYSE Arca
DEFR,Aptus Deferred Income ETF,Nasdaq
DEFT,"Defi Technologies, Inc. - Common Stock",NASDAQ
DEHP,Dimensional Emerging Markets High Profitability ETF,NYSE Arca
DEI,"Douglas Emmett, Inc. Common Stock",NYSE
DELL,Dell Technologies Inc. Class C Common Stock,NYSE
DEM,WisdomTree Emerging Markets High Dividend Fund,NYSE Arca
DEMZ,Democratic Large Cap Core ETF,NASDAQ
DEO,Diageo plc Common Stock,NYSE
DEPW,Google DeepMind AI Lab Ecosystem ETF,NYSE Arca
DERM,Journey Medical Corporation - Common Stock,NASDAQ
DES,WisdomTree U.S. SmallCap Dividend Fund,NYSE Arca
DESK,VanEck Office and Commercial REIT ETF,NYSE Arca
DETX,"Liberty Defense Holdings, Ltd. - Common Shares",NASDAQ
DEUS,Xtrackers Russell US Multifactor ETF,NYSE Arca
DEW,WisdomTree Global High Dividend Fund,NYSE Arca
DEXC,Dimensional Emerging Markets ex China Core Equity ETF,NYSE Arca
DFAC,Dimensional U.S. Core Equity 2 ETF,NYSE Arca
DFAE,Dimensional Emerging Core Equity Market ETF,NYSE Arca
DFAI,Dimensional International Core Equity Market ETF,NYSE Arca
DFAL,Dimensional US Large Cap Core Equity Market ETF,Nasdaq
DFAR,Dimensional US Real Estate ETF,NYSE Arca
DFAS,Dimensional U.S. Small Cap ETF,NYSE Arca
DFAT,Dimensional U.S. Targeted Value ETF,NYSE Arca
DFAU,Dimensional US Core Equity Market ETF,NYSE Arca
DFAW,Dimensional World Equity ETF,NYSE Arca
DFAX,Dimensional World ex U.S. Core Equity 2 ETF,NYSE Arca
DFCA,Dimensional California Municipal Bond ETF,NYSE Arca
DFCF,Dimensional Core Fixed Income ETF,NYSE Arca
DFDV,DeFi Development Corp. - Common Stock,NASDAQ
DFDVW,DeFi Development Corp. - Warrant,NASDAQ
DFE,WisdomTree Europe SmallCap Dividend Fund,NYSE Arca
DFEB,FT Vest U.S. Equity Deep Buffer ETF - February,Nasdaq
DFEM,Dimensional Emerging Markets Core Equity 2 ETF,NYSE Arca
DFEN,Direxion Daily Aerospace & Defense Bull 3X ETF,NYSE Arca
DFEV,Dimensional Emerging Markets Value ETF,NYSE Arca
DFGP,Dimensional Global Core Plus Fixed Income ETF,NASDAQ
DFGR,Dimensional Global Real Estate ETF,NYSE Arca
DFGX,Dimensional International Core Fixed Income ETF,NASDAQ
DFH,"Dream Finders Homes, Inc. Class A Common Stock",NYSE
DFIC,Dimensional International Core Equity 2 ETF,Nasdaq
DFII,FT Vest Bitcoin Strategy & Target Income ETF,NYSE Arca
DFIN,"Donnelley Financial Solutions, Inc. Common Stock",NYSE
DFIP,Dimensional Inflation-Protected Securities ETF,NYSE Arca
DFIS,Dimensional International Small Cap ETF,Nasdaq
DFIV,Dimensional International Value ETF,NYSE Arca
DFJ,WisdomTree Japan SmallCap Fund,NYSE Arca
DFLI,Dragonfly Energy Holdings Corp - Common Stock,NASDAQ
DFLIW,Dragonfly Energy Holdings Corp - Warrant,NASDAQ
DFLV,Dimensional US Large Cap Value ETF,NYSE Arca
DFMC,U.S. Micro Cap Portfolio: ETF Class Shares,NYSE Arca
DFNL,Davis Select Financial ETF,Nasdaq
DFNM,Dimensional National Municipal Bond ETF,NYSE Arca
